"astro-ph/0301058","Yun Wang","Pia Mukherjee, and Yun Wang","Wavelet Band Powers of the Primordial Power Spectrum from CMB Data","revised version accepted by ApJ","Astrophys.J. 593 (2003) 38","10.1086/376500",,"astro-ph hep-ph",,"  Measuring the primordial matter power spectrum is our primary means of
probing unknown physics in the very early universe. We allow the primordial
power spectrum to be an arbitrary function, and parametrize it in terms of
wavelet band powers. Current cosmological data correspond to 11 such wavelet
bands. We derive constraints on these band powers as well as $H_0$, $\Omega_b
h^2$ and $\Omega_m h^2$ from current Cosmic Microwave Background Anisotropy
(CMB) data using the Markov Chain Monte Carlo (MCMC) technique. Our results
indicate a feature in the primordial power spectrum at $ 0.008 \la k/(h
{Mpc}^{-1}) \la 0.1$. MAP and Planck data should allow us to put tighter
constraints on the primordial power spectrum.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:09:12 GMT""},{""version"":""v2"",""created"":""Wed, 23 Apr 2003 17:34:10 GMT""}]","2009-11-07"
"nucl-th/0301014","Andrea Vassallo","M.M. Giannini","Introduction: GDH and related topics","9 pages, talk given at GDH2002 conference",,"10.1142/9789812705167_0001",,"nucl-th",,"  The formulation of the Gerasimov-Drell-Hearn sum rule is revisited, showing
its connection with other sum rules occurring in electron scattering and
discussing the problem of its saturation, both from the theoretical and
experimental point of v iew. The generalisation to other nuclear targets is
also reported.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:44:07 GMT""}]","2017-08-23"
"nucl-th/0301015","Sibirtsev","A. Sibirtsev, K. Tsushima and S. Krewald (IKP FZ-Juelich, CSSM,
  University of Adelaide, University of Georgia, Athens)","Systematic Regge theory analysis of omega photoproduction","7 pages, 8 figures, revtex4","Phys.Rev. C67 (2003) 055201","10.1103/PhysRevC.67.055201","FZJ-IKP-TH-2003-01","nucl-th",,"  Systematic analysis of available data for $\omega$-meson photoproduction is
given in frame of Regge theory. At photon energies above 20 GeV the
$\gamma{+}p{\to}\omega{+}p$ reaction is entirely dominated by Pomeron exchange.
However, it was found that Pomeron exchange model can not reproduce the
$\gamma{+}p{\to}\rho{+}p$ and $\gamma{+}p{\to}\omega{+}p$ data at high energies
simultaneously with the same set of parameters. The comparison between $\rho$
and $\omega$ data indicates a large room for meson exchange contribution to
$\omega$-meson photoproduction at low energies. It was found that at low
energies the dominant contribution comes from $\pi$ and $f_2$-meson exchanges.
There is smooth transition between the meson exchange model at low energies and
Regge theory at high energies.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 12:15:55 GMT""}]","2009-11-10"
"physics/0301008","Andre Orthen","A. Orthen, H. Wagner, H.J. Besch, R.H. Menk, A.H. Walenta, U.
  Werthenbach","Investigation of the performance of an optimised MicroCAT, a GEM and
  their combination by simulations and current measurements","26 pages, 32 figures","Nucl.Instrum.Meth. A500 (2003) 163-177","10.1016/S0168-9002(03)00338-3",,"physics.ins-det",,"  A MicroCAT (Micro Compteur A Trous) structure which is used for avalanche
charge multiplication in gas filled radiation detectors has been optimised with
respect to maximum electron transparency and minimum ion feedback. We report on
the charge transfer behaviour and the achievable gas gain of this device. A
three-dimensional electron and ion transfer simulation is compared to results
derived from electric current measurements. Similarly, we present studies of
the charge transfer behaviour of a GEM (Gas Electron Multiplier) by current
measurements and simulations. Finally, we investigate the combination of the
MicroCAT and the GEM by measurements with respect to the performance at
different voltage settings, gas mixtures and gas pressures.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 16:27:39 GMT""}]","2009-11-10"
"physics/0301009","Sornette","Y. Malevergne (Univ. Nice and Univ. Lyon) and D. Sornette (CNRS-Univ.
  Nice and UCLA)","VaR-Efficient Portfolios for a Class of Super- and Sub-Exponentially
  Decaying Assets Return Distributions","Latex document of 33 pages including 1 table and 2 eps figures","Quantitative Finance 4 (1), 17-36 (2003)","10.1088/1469-7688/4/1/002",,"physics.soc-ph physics.gen-ph q-fin.RM",,"  Using a family of modified Weibull distributions, encompassing both
sub-exponentials and super-exponentials, to parameterize the marginal
distributions of asset returns and their multivariate generalizations with
Gaussian copulas, we offer exact formulas for the tails of the distribution
$P(S)$ of returns $S$ of a portfolio of arbitrary composition of these assets.
We find that the tail of $P(S)$ is also asymptotically a modified Weibull
distribution with a characteristic scale $\chi$ function of the asset weights
with different functional forms depending on the super- or sub-exponential
behavior of the marginals and on the strength of the dependence between the
assets. We then treat in details the problem of risk minimization using the
Value-at-Risk and Expected-Shortfall which are shown to be (asymptotically)
equivalent in this framework.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 18:31:21 GMT""}]","2009-11-10"
"quant-ph/0301012","Carl J. Williams","Gavin K. Brennen, Daegene Song, and Carl J. Williams","A Quantum Computer Architecture using Nonlocal Interactions","4 pages, 2 figures, Slight modifications to satisfy referee, 2 new
  references, modified acknowledgement. This draft to appear in PRA Rapid
  Communications",,"10.1103/PhysRevA.67.050302",,"quant-ph",,"  Several authors have described the basic requirements essential to build a
scalable quantum computer. Because many physical implementation schemes for
quantum computing rely on nearest neighbor interactions, there is a hidden
quantum communication overhead to connect distant nodes of the computer. In
this paper we propose a physical solution to this problem which, together with
the key building blocks, provides a pathway to a scalable quantum architecture
using nonlocal interactions. Our solution involves the concept of a quantum bus
that acts as a refreshable entanglement resource to connect distant memory
nodes providing an architectural concept for quantum computers analogous to the
von Neumann architecture for classical computers.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 16:21:03 GMT""},{""version"":""v2"",""created"":""Wed, 23 Apr 2003 23:43:11 GMT""}]","2009-11-10"
"quant-ph/0301013","Tad Hogg","Kay-Yut Chen, Tad Hogg, Raymond Beausoleil","A Practical Quantum Mechanism for the Public Goods Game","9 pages, revtex4","Quantum Information Processing 1:449-469 (2002)",,,"quant-ph",,"  Quantum generalizations of conventional games broaden the range of available
strategies, which can help improve outcomes for the participants. With many
players, such quantum games can involve entanglement among many states which is
difficult to implement, especially if the states must be communicated over some
distance. This paper describes a quantum mechanism for the economically
significant $n$-player public goods game that requires only two-particle
entanglement and is thus much easier to implement than more general quantum
mechanisms. In spite of the large temptation to free ride on the efforts of
others in this game, two-particle entanglement is sufficient to give near
optimal expected payoff when players use a simple mixed strategy for which no
player can benefit by making different choices. This mechanism can also address
some heterogeneous preferences among the players.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 20:14:32 GMT""}]","2009-10-06"
"quant-ph/0301014","Bravyi Sergei","Sergey Bravyi","Requirements for compatibility between local and multipartite quantum
  states","15 pages, 1 figure, reference added","Quantum Inf. and Comp., Vol. 4, No. 1 (2004) pp.012-026",,,"quant-ph",,"  We consider a partial trace transformation which maps a multipartite quantum
state to collection of local density matrices. We call this collection a mean
field state. The necessary and sufficient conditions under which a mean field
state is compatible with at least one multipartite pure state are found for the
system of $n$ qubits and for the tripartite system with the Hilbert space of
dimension 2x2x4. Compatibility of mean field states with more general classes
of multipartite quantum states is discussed.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 19:37:14 GMT""},{""version"":""v2"",""created"":""Thu, 9 Jan 2003 00:45:18 GMT""}]","2016-09-08"
"quant-ph/0301015","Edward Gerjuoy","Edward Gerjuoy","Lower Bound on Entanglement of Formation for the Qubit-Qudit System","14 pages, 0 Figures, 0 Tables",,"10.1103/PhysRevA.67.052308",,"quant-ph",,"  Wootters [PRL 80, 2245 (1998)] has derived a closed formula for the
entanglement of formation (EOF) of an arbitrary mixed state in a system of two
qubits. There is no known closed form expression for the EOF of an arbitrary
mixed state in any system more complicated than two qubits. This paper, via a
relatively straightforward generalization of Wootters' original derivation,
obtains a closed form lower bound on the EOF of an arbitary mixed state of a
system composed of a qubit and a qudit (a d-level quantum system, with d
greater than or equal to 3). The derivation of the lower bound is detailed for
a system composed of a qubit and a qutrit (d = 3); the generalization to d
greater than 3 then follows readily.
","[{""version"":""v1"",""created"":""Mon, 6 Jan 2003 22:15:44 GMT""}]","2009-11-10"
"quant-ph/0301016","John Ashmead","John Ashmead","Uncollapsing the wave function","25 pages, 6 figures",,,,"quant-ph",,"  The space quantization induced by a Stern-Gerlach experiment is normally
explained by invoking the ``collapse of the wave function.'' This is a rather
mysterious idea; it would be better to explain the Stern-Gerlach results
without using it. We re-analyze the Stern-Gerlach experiment using path
integrals. We find if we model explicitly the finite width of the beam,
coherent interference within the beam itself provides the space quantization --
without need to invoke the collapse. If we insist on employing only wave
functions with the space and spin parts kept forcibly disentangled, we recreate
the need to invoke the collapse. The collapse-free approach makes more specific
predictions about the shape and position of the scattered beams; if the
interaction region has finite length, these may be testable. Pending
experimental disambiguation, the chief arguments in favor of the collapse-free
approach are that it is simpler and less mysterious, has no adjustable
parameters, and requires the invocation of no new forces.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 08:30:07 GMT""}]","2007-05-23"
"quant-ph/0301017","Giuseppe Bimonte","G. Bimonte, R. Musto","On Interferometric Duality in Multibeam Experiments","26 pages, 1 figure, substantial changes in the text, new material has
  been added in Section 3. Version to appear in J.Phys. A","J.Phys.A36:11481-11502,2003","10.1088/0305-4470/36/45/009","DSF 27-2002","quant-ph hep-th",,"  We critically analyze the problem of formulating duality between fringe
visibility and which-way information, in multibeam interference experiments. We
show that the traditional notion of visibility is incompatible with any
intuitive idea of complementarity, but for the two-beam case. We derive a
number of new inequalities, not present in the two-beam case, one of them
coinciding with a recently proposed multibeam generalization of the inequality
found by Greenberger and YaSin. We show, by an explicit procedure of
optimization in a three-beam case, that suggested generalizations of Englert's
inequality, do not convey, differently from the two-beam case, the idea of
complementarity, according to which an increase of visibility is at the cost of
a loss in path information, and viceversa.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 09:13:18 GMT""},{""version"":""v2"",""created"":""Tue, 2 Sep 2003 13:35:59 GMT""}]","2008-11-26"
"quant-ph/0301018","Edward Hinds","M. P. A. Jones, C. J. Vale, D. Sahagun, B. V. Hall and E. A. Hinds","Thermally induced spin flips above an atom chip","4 pages, 4 figures",,"10.1103/PhysRevLett.91.080401",,"quant-ph",,"  We describe an experiment in which Bose-Einstein condensates and cold atom
clouds are held by a microscopic magnetic trap near a room temperature metal
wire 500 $\mu$m in diameter. The ensemble of atoms breaks into fragments when
it is brought close to the ceramic-coated aluminum surface of the wire, showing
that fragmentation is not peculiar to copper surfaces. The lifetime for atoms
to remain in the microtrap is measured over a range of distances down to $27
\mu$m from the surface of the metal. We observe the loss of atoms from the
microtrap due to spin flips. These are induced by radio-frequency thermal
fluctuations of the magnetic field near the surface, as predicted but not
previously observed.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 10:37:40 GMT""},{""version"":""v2"",""created"":""Fri, 17 Jan 2003 15:34:07 GMT""}]","2013-05-29"
"quant-ph/0301019","Jonathan A. Jones","Jonathan A. Jones","Robust quantum information processing with techniques from liquid state
  NMR","11 pages including 4 figures in rspublic format. Article submitted
  for proceeding of the Discussion Meeting on Practical Realisations of Quantum
  Information Processing, held at the Royal Society, Nov. 13-14, 2002",,,"JAJ-QP-03-01","quant-ph",,"  While Nuclear Magnetic Resonance (NMR) techniques are unlikely to lead to a
large scale quantum computer they are well suited to investigating basic
phenomena and developing new techniques. Indeed it is likely that many existing
NMR techniques will find uses in quantum information processing. Here I
describe how the composite rotation (composite pulse) method can be used to
develop quantum logic gates which are robust against systematic errors.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 11:14:28 GMT""}]","2007-05-23"
"quant-ph/0301020","Dean Rickles","S. R. D. French & D. P. Rickles","Understanding Permutation Symmetry","To appear in ""Symmetries in physics: philosophical reflections"",
  edited by Katherine Brading and Elena Castellani, Cambridge University Press,
  2003",,,,"quant-ph",,"  \noindent In our contribution to this volume we deal with \emph{discrete}
symmetries: these are symmetries based upon groups with a discrete set of
elements (generally a set of elements that can be enumerated by the positive
integers). In physics we find that discrete symmetries frequently arise as
`internal', non-spacetime symmetries. Permutation symmetry is such a discrete
symmetry arising as the mathematical basis underlying the statistical behaviour
of ensembles of certain types of indistinguishable quantum particle (e.g.,
fermions and bosons). Roughly speaking, if such an ensemble is invariant under
a permutation of its constituent particles (i.e., permutation symmetric) then
one doesn't `count' those permutations which merely `exchange'
indistinguishable particles; rather, the exchanged state is identified with the
original state. This principle of invariance is generally called the
`indistinguishability postulate' [IP], but we prefer to use the term
`permutation invariance' [PI]. It is this symmetry principle that is typically
taken to underpin and explain the nature of (fermionic and bosonic) quantum
statistics (although, as we shall see, this characterisation is not
uncontentious), and it is this principle that has important consequences
regarding the metaphysics of identity and individuality for particles
exhibiting such statistical behaviour.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 13:27:33 GMT""}]","2007-05-23"
"quant-ph/0301021","Alexandre C. Tort","C. Farina, F. C. Santos and A. C. Tort","A note on the Lorentz force, magnetic charges and the Casimir effect","Simple latex file: six pages, no figures","Eur. J. Phys. 24 (2003), N5-N9",,,"quant-ph",,"  We show that in order to account for the repulsive Casimir effect in the
parallel plate geometry in terms of the quantum version of the Lorentz force,
virtual surface densities of magnetic charges and currents must be introduced.
The quantum version of the Lorentz force expressed in terms of the correlators
of the electric and magnetic fields for planar geometries yields then correctly
the Casimir pressure.
","[{""version"":""v1"",""created"":""Tue, 7 Jan 2003 14:12:26 GMT""}]","2013-04-18"
