"astro-ph/0311002","Luis Anchordoqui","Luis A. Anchordoqui, Haim Goldberg, Francis Halzen, and Thomas J.
  Weiler","Galactic Point Sources of TeV Antineutrinos","matches published version","Phys.Lett.B593:42,2004","10.1016/j.physletb.2004.04.054","NUB-3242-Th-03; MADPH-03-1355","astro-ph hep-ph",,"  High energy cosmic ray experiments have identified an excess from the region
of the Galactic Plane in a limited energy range around $10^{18}$ eV (EeV). This
is very suggestive of neutrons as candidate primaries, because the directional
signal requires relatively-stable neutral primaries, and time-dilated neutrons
can reach Earth from typical Galactic distances when the neutron energy exceeds
an EeV. We here point out that if the Galactic messengers are neutrons, then
those with energies below an EeV will decay in flight, providing a flux of
cosmic antineutrinos above a TeV which is {\it observable} at a kilometer-scale
neutrino observatory. The expected event rate per year above 1 TeV in a
detector such as IceCube, for example, is 20 antineutrino showers (all flavors)
and a $1^\circ$ directional signal of 4 $\bar \nu_\mu$ events. A measurement of
this flux can serve to identify the first extraterrestrial point source of TeV
antineutrinos.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:33:25 GMT""},{""version"":""v2"",""created"":""Mon, 22 Mar 2004 15:30:12 GMT""},{""version"":""v3"",""created"":""Thu, 19 Aug 2004 15:16:35 GMT""}]","2011-05-12"
"cond-mat/0311040","John D. Albrecht","B. Jogai, J. D. Albrecht, E. Pan","Energy levels in polarization superlattices: a comparison of continuum
  strain models","Revtex 4","Semicond. Sci. Technol. 19, 733 (2004)","10.1088/0268-1242/19/6/013",,"cond-mat",,"  A theoretical model for the energy levels in polarization superlattices is
presented. The model includes the effect of strain on the local
polarization-induced electric fields and the subsequent effect on the energy
levels. Two continuum strain models are contrasted. One is the standard strain
model derived from Hooke's law that is typically used to calculate energy
levels in polarization superlattices and quantum wells. The other is a
fully-coupled strain model derived from the thermodynamic equation of state for
piezoelectric materials. The latter is more complete and applicable to strongly
piezoelectric materials where corrections to the standard model are
significant. The underlying theory has been applied to AlGaN/GaN superlattices
and quantum wells. It is found that the fully-coupled strain model yields very
different electric fields from the standard model. The calculated intersubband
transition energies are shifted by approximately 5 -- 19 meV, depending on the
structure. Thus from a device standpoint, the effect of applying the
fully-coupled model produces a very measurable shift in the peak wavelength.
This result has implications for the design of AlGaN/GaN optical switches.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 16:28:27 GMT""}]","2009-11-10"
"cond-mat/0311041","Joshua Higgins","J. S. Higgins, S. R. Shinde, S. B. Ogale, T. Venkatesan, R. L. Greene","Hall effect in cobalt-doped TiO$_{2-\delta}$",,,"10.1103/PhysRevB.69.073201",,"cond-mat",,"  We report Hall effect measurements on thin films of cobalt-doped
TiO$_{2-\delta}$. Films with low carrier concentrations (10$^{18}$ - 10$^{19}$)
yield a linear behavior in the Hall data while those having higher carrier
concentrations (10$^{21}$ - 10$^{22}$) display anomalous behavior near zero
field. In the entire range of carrier concentration, n-type conduction is
observed. The appearance of the anomalous behavior is accompanied by a possible
structural change from rutile TiO$_{2}$ to Ti$_[n}$O$_{2n-1}$ Magneli phase(s).
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 16:43:09 GMT""}]","2009-11-10"
"cond-mat/0311042","Roland Combescot","R. Combescot and C. Mora","The low temperature Fulde-Ferrell-Larkin-Ovchinnikov phases in 3
  dimensions","4 pages, revtex, 1 figure","Europhys.Lett.68,79(2004)","10.1209/epl/i2004-10164-y",,"cond-mat.supr-con cond-mat.soft cond-mat.stat-mech",,"  We consider the nature of the Fulde-Ferrell-Larkin-Ovchinnikov (FFLO) phases
in three dimensions at low temperature. We introduce a new method to handle the
quasiclassical equations for superconductors with space dependent order
parameter, which makes use of a Fourier expansion. This allows us to show that,
at T=0, an order parameter given by the linear combination of three cosines
oscillating in orthogonal directions is preferred over the standard single
cosine solution. The transition from the normal state to this phase is first
order, and quite generally the transition below the tricritical point to the
FFLO phases is always first order.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 16:47:22 GMT""}]","2009-11-10"
"cond-mat/0311043","Peter Kopietz","Sascha Ledowski, Nils Hasselmann, and Peter Kopietz","Self-energy and critical temperature of weakly interacting bosons","4 pages,1 figure","Phys. Rev. A 69, 061601(R) (2004)","10.1103/PhysRevA.69.061601",,"cond-mat.stat-mech",,"  Using the exact renormalization group we calculate the momentum-dependent
self-energy Sigma (k) at zero frequency of weakly interacting bosons at the
critical temperature T_c of Bose-Einstein condensation in dimensions 3 <= D <
4. We obtain the complete crossover function interpolating between the critical
regime k << k_c, where Sigma (k) propto k^{2 - eta}, and the short-wavelength
regime k >> k_c, where Sigma (k) propto k^{2 (D-3)} in D> 3 and Sigma (k)
\propto ln (k/k_c) in D=3. Our approach yields the crossover scale k_c on the
same footing with a reasonable estimate for the critical exponent eta in D=3.
  From our Sigma (k) we find for the interaction-induced shift of T_c in three
dimensions Delta T_c / T_c approx 1.23 a n^{1/3}, where a is the s-wave
scattering length and n is the density.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:36:57 GMT""}]","2009-11-10"
"cond-mat/0311044","Lingxiao Zhang","L.-X. Zhang, P. Matagne, J.P. Leburton, R. Hanson and L. P.
  Kouwenhoven","Single-electron charging and detection in a laterally-coupled quantum
  dot circuit in the few-electron regime","8 figures, submitted to Physical Review B",,"10.1103/PhysRevB.69.245301",,"cond-mat.mes-hall",,"  We provide a physical analysis of the charging and detection of the first few
electrons in a laterally-coupled GaAs/AlGaAs quantum dot (LCQD) circuit with
integrated quantum point contact (QPC) read-out. Our analysis is based on the
numerical solution of the Kohn-Sham equation incorporated into a
three-dimensional self-consistent scheme for simulating the quantum device.
Electronic states and eigenenergy spectra reflecting the particular LCQD
confinement shape are obtained as a function of external gate voltages. We also
derive the stability diagram for the first few electrons in the device, and
obtain excellent agreement with experimental data.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:28:01 GMT""}]","2009-11-10"
"cond-mat/0311045","Sergei Khlebnikov","S. Khlebnikov","Quasiparticle scattering by quantum phase slips in one-dimensional
  superfluids","4 pages, revtex, no figures; to be published in Phys. Rev. Letters","Phys. Rev. Lett. 93, 090403 (2004)","10.1103/PhysRevLett.93.090403",,"cond-mat.soft cond-mat.supr-con",,"  Quantum phase slips (QPS) in narrow superfluid channels generate momentum by
unwinding the supercurrent. In a uniform Bose gas, this momentum needs to be
absorbed by quasiparticles (phonons). We show that this requirement results in
an additional exponential suppression of the QPS rate (compared to the rate of
QPS induced by a sharply localized perturbation). In BCS-paired fluids,
momentum can be transferred to fermionic quasiparticles, and we find an
interesting interplay between quasiparticle scattering on QPS and on disorder.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:38:18 GMT""},{""version"":""v2"",""created"":""Wed, 21 Jan 2004 21:33:32 GMT""},{""version"":""v3"",""created"":""Wed, 4 Aug 2004 20:14:16 GMT""}]","2009-11-10"
"cond-mat/0311046","Federico Corberi","Federico Corberi, Claudio Castellano, Eugenio Lippiello, and Marco
  Zannetti","Generic features of the fluctuation dissipation relation in coarsening
  systems","6 pages, 5 figures","Phys. Rev. E 70, 017103 (2004)","10.1103/PhysRevE.70.017103",,"cond-mat.stat-mech",,"  The integrated response function in phase-ordering systems with scalar,
vector, conserved and non conserved order parameter is studied at various space
dimensionalities. Assuming scaling of the aging contribution $\chi_{ag}
(t,t_w)= t_w ^{-a_\chi} \hat \chi (t/t_w)$ we obtain, by numerical simulations
and analytical arguments, the phenomenological formula describing the
dimensionality dependence of $a_\chi$ in all cases considered. The primary
result is that $a_\chi$ vanishes continuously as $d$ approaches the lower
critical dimensionality $d_L$. This implies that i) the existence of a non
trivial fluctuation dissipation relation and ii) the failure of the connection
between statics and dynamics are generic features of phase ordering at $d_L$.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 18:41:00 GMT""}]","2007-05-23"
"cond-mat/0311047","Jack Bass","M. AlHajDarwish, A. Fert, W. P. Pratt Jr, and J. Bass","Inverted current-driven switching in Fe(Cr)/Cr/Fe(Cr) nanopillars","3 pages, 3 figs., accepted for J. Magn. Magn. Mat., MMM/Intermag
  Conf. 2004",,"10.1063/1.1667797",,"cond-mat.mtrl-sci",,"  From both theory and experiment, scattering of minority electrons is expected
to be weaker than scattering of majority electrons in both dilute Fe(Cr) alloys
and at Fe(Cr)/Cr interfaces. We show that Fe(Cr)/Cr/Fe(Cr) trilayer nanopillars
display a normal magnetoresistance--i.e., largest resistance at low magnetic
fields and smallest at high fields, but an inverted current-driven
switching--i.e., positive current flowing from the fixed to the reversing layer
switches the trilayer from higher to lower resistance, and negative current
switches it from lower to higher.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 18:56:07 GMT""}]","2009-11-10"
"cond-mat/0311048","Jean-Noel Aqua","Jean-Noel Aqua and Francoise Cornu","Density profiles in a quantum Coulomb fluid near a hard wall","48 pages, 6 figures",,"10.1023/B:JOSS.0000022372.82047.6a",,"cond-mat.stat-mech",,"  Equilibrium particle densities near a hard wall are studied for a quantum
fluid made of point charges which interact via Coulomb potential without any
regularization. In the framework of the grand-canonical ensemble, we use an
equivalence with a classical system of loops with random shapes, based on the
Feynman-Kac path-integral representation of the quantum Gibbs factor. After
systematic resummations of Coulomb divergences in the Mayer fugacity expansions
of loop densities, there appears a screened potential $\phi$. It obeys an
inhomogeneous Debye-H\""uckel equation with an effective screening length which
depends on the distance from the wall. The formal solution for $\phi$ can be
expanded in powers of the ratios of the de Broglie thermal wavelengths $\laa$'s
of each species $\alpha$ and the limit of the screening length far away from
the wall. In a regime of low degeneracy and weak coupling, exact analytical
density profiles are calculated at first order in two independent parameters.
Because of the vanishing of wave-functions close to the wall, density profiles
vanish gaussianly fast in the vicinity of the wall over distances $\laa$'s,
with an essential singularity in Planck constant $\hbar$. When species have
different masses, this effect is equivalent to the appearance of a quantum
surface charge localized on the wall and proportional to $\hbar$ at leading
order. Then, density profiles, as well as the electrostatic potential drop
created by the charge-density profile, also involve a term linear in $\hbar$
andwhich decays exponentially fast over the classical Debye screening length
$\xid$. The corresponding contribution to the global surface charge exactly
compensates the charge in the very vicinity of the surface, so that the net
electric field vanishes in the bulk, as it should.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:08:51 GMT""}]","2009-11-10"
"cond-mat/0311049","Felipe Jimenez Dr.","Felipe Jimenez-Angeles and Marcelo Lozada-Cassou","A simple model for semipermeable membrane: Donnan equilibrium","Keywords: Donnan equilibrium, semipermeable membrane, charge
  reversal, charge inversion, adsorption, macroions. 13 pages, 12 figures",,,,"cond-mat.soft",,"  We study a model for macroions in an electrolyte solution confined by a
semipermeable membrane. The membrane finite thickness is considered and both
membrane surfaces are uniformly charged. The model explicitly includes
electrostatic and size particles correlations. Our study is focused on the
adsorption of macroions on the membrane surface and on the osmotic pressure.
The theoretical prediction for the osmotic pressure shows a good agreement with
experimental results.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:22:25 GMT""}]","2007-05-23"
"cond-mat/0311050","Christoph Adelmann","C. Adelmann, B. Daudin, R.A. Oliver, G.A.D. Briggs, R.E. Rudd","Nucleation and Growth of GaN/AlN Quantum Dots","Submitted to PRB, 10 pages, 15 figures","Phys. Rev. B 70, 125427 (2004)","10.1103/PhysRevB.70.125427",,"cond-mat.mtrl-sci",,"  We study the nucleation of GaN islands grown by plasma-assisted
molecular-beam epitaxy on AlN(0001) in a Stranski-Krastanov mode. In
particular, we assess the variation of their height and density as a function
of GaN coverage. We show that the GaN growth passes four stages: initially, the
growth is layer-by-layer; subsequently, two-dimensional precursor islands form,
which transform into genuine three-dimensional islands. During the latter
stage, island height and density increase with GaN coverage until the density
saturates. During further GaN growth, the density remains constant and a
bimodal height distribution appears. The variation of island height and density
as a function of substrate temperature is discussed in the framework of an
equilibrium model for Stranski-Krastanov growth.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:45:09 GMT""}]","2017-01-17"
"cond-mat/0311051","Stefano Bellucci","S. Bellucci and P. Onorato","Rashba effect in 2D mesoscopic systems with transverse magnetic field","12 pages, 12 figures, to appear in Phys. Rev. B",,"10.1103/PhysRevB.68.245322",,"cond-mat.mes-hall cond-mat.str-el",,"  We present semiclassical and quantum mechanical results for the effects of a
strong magnetic field in Quantum Wires in the presence of Rashba Spin Orbit
coupling. Analytical and numerical results show how the perturbation acts in
the presence of a transverse magnetic field in the ballistic regime and we
assume a strong reduction of the backward scattering interaction which could
have some consequences for the Tomonaga-Luttinger transport. We analyze the
spin texture due to the action of Spin Orbit coupling and magnetic field often
referring to the semiclassical solutions that magnify the singular spin
polarization: results are obtained for free electrons in a twodimensional
electron gas and for electrons in a Quantum Wire.
  We propose the systems as possible devices for the spin filtering at various
regimes.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 19:55:13 GMT""}]","2016-08-31"
