"astro-ph/0309800","Neal Weiner","Rob Fardon, Ann E. Nelson, and Neal Weiner (UW)","Dark Energy from Mass Varying Neutrinos","26 pages, 3 figures, refs added, typos corrected, comment added about
  possible matter effects","JCAP 0410:005,2004","10.1088/1475-7516/2004/10/005","UW/PT 03-22","astro-ph hep-ph hep-th",,"  We show that mass varying neutrinos (MaVaNs) can behave as a negative
pressure fluid which could be the origin of the cosmic acceleration. We derive
a model independent relation between the neutrino mass and the equation of
state parameter of the neutrino dark energy, which is applicable for general
theories of mass varying particles. The neutrino mass depends on the local
neutrino density and the observed neutrino mass can exceed the cosmological
bound on a constant neutrino mass. We discuss microscopic realizations of the
MaVaN acceleration scenario, which involve a sterile neutrino. We consider
naturalness constraints for mass varying particles, and find that both ev
cutoffs and ev mass particles are needed to avoid fine-tuning. These
considerations give a (current) mass of order an eV for the sterile neutrino in
microscopic realizations, which could be detectable at MiniBooNE. Because the
sterile neutrino was much heavier at earlier times, constraints from big bang
nucleosynthesis on additional states are not problematic. We consider regions
of high neutrino density and find that the most likely place today to find
neutrino masses which are significantly different from the neutrino masses in
our solar system is in a supernova. The possibility of different neutrino mass
in different regions of the galaxy and the local group could be significant for
Z-burst models of ultra-high energy cosmic rays. We also consider the cosmology
of and the constraints on the ``acceleron'', the scalar field which is
responsible for the varying neutrino mass, and briefly discuss neutrino density
dependent variations in other constants, such as the fine structure constant.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:40:39 GMT""},{""version"":""v2"",""created"":""Mon, 3 Nov 2003 20:25:51 GMT""}]","2009-11-10"
"cond-mat/0310005","Shuichi Murakami","Shuichi Murakami, Naoto Nagaosa, Shou-Cheng Zhang","SU(2) Non-Abelian Holonomy and Dissipationless Spin Current in
  Semiconductors","14 pages, 2 figures, added some discussions, to appear in Phys. Rev.
  B","Phys. Rev. B69, 235206 (2004)","10.1103/PhysRevB.69.235206",,"cond-mat.mes-hall cond-mat.mtrl-sci",,"  Following our previous work [S. Murakami, N. Nagaosa, S. C. Zhang, Science
301, 1348 (2003)] on the dissipationless quantum spin current, we present an
exact quantum mechanical calculation of this novel effect based on the linear
response theory and the Kubo formula. We show that it is possibxle to define an
exactly conserved spin current, even in the presence of the spin-orbit coupling
in the Luttinger Hamiltonian of p-type semiconductors. The light- and the
heavy-hole bands form two Kramers doublets, and an SU(2) non-abelian gauge
field acts naturally on each of the doublets. This quantum holonomy gives rise
to a monopole structure in momentum space, whose curvature tensor directly
leads to the novel dissipationless spin Hall effect, i.e., a transverse spin
current is generated by an electric field. The result obtained in the current
work gives a quantum correction to the spin current obtained in the previous
semiclassical approximation.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 01:55:50 GMT""},{""version"":""v2"",""created"":""Thu, 9 Oct 2003 06:46:31 GMT""},{""version"":""v3"",""created"":""Fri, 21 May 2004 08:47:22 GMT""}]","2007-05-23"
"cond-mat/0310006","Bertrand Halperin","Bertrand I. Halperin","Composite Fermions and the Fermion-Chern-Simons Theory","13 pages, including 2 figures. Invited talk at International
  Symposium, Quantum Hall Effect: Past, Present and Future, Stuttgart, July
  2003. Proceedings to appear in Physica E",,"10.1016/j.physe.2003.09.022",,"cond-mat",,"  The concept of composite fermions, and the related Fermion-Chern-Simons
theory, have been powerful tools for understanding quantum Hall systems with a
partially full lowest Landau level. We shall review some of the successes of
the Fermion-Chern-Simons theory, as well as some limitations and outstanding
issues.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 02:19:06 GMT""}]","2015-06-24"
"cond-mat/0310008","Takashi Hotta","Takashi Hotta","Spin and orbital structure of uranium compounds on the basis of a j-j
  coupling scheme","10 pages. 8 figures embedded in the text. To appear in Phys. Rev. B","Phys. Rev. B 70, 054405 (2004).","10.1103/PhysRevB.70.054405",,"cond-mat.str-el",,"  Key role of orbital degree of freedom to understand the magnetic structure of
uranium compounds is discussed from a microscopic viewpoint by focusing on
typical examples such as UMGa$_5$ (M=Ni and Pt) and the mother compound
UGa$_3$. By analyzing an orbital degenerate Hubbard model constructed from the
$j$-$j$ coupling scheme in the cubic system, we obtain the phase diagram
including several kinds of magnetic states. Especially, in the parameter region
corresponding to actual uranium compounds, the phase diagram suggests
successive transitions among paramagnetic, magnetic metallic, and insulating
N\'eel states, consistent with the experimental results for AuCu$_3$-type
uranium compounds. Furthermore, taking account of tetragonal effects such as
level splitting and reduction of hopping amplitude along the z-axis, an
orbital-based scenario is proposed to understand the change in the magnetic
structure from G- to A-type antiferromagnetic phases, experimentally observed
in UNiGa$_5$ and UPtGa$_5$.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 04:38:26 GMT""},{""version"":""v2"",""created"":""Fri, 11 Jun 2004 08:46:03 GMT""}]","2009-11-10"
"cond-mat/0310010","Michael Fogler","Michael M. Fogler (UCSD)","Nonlinear screening and percolative transition in a two-dimensional
  electron liquid","4 pages, 2 figures. (v2) minor changes (v3) reference added (v4) few
  more references added","Phys. Rev. B 69, 121409(R) (2004)","10.1103/PhysRevB.69.121409",,"cond-mat.mes-hall",,"  A novel variational method is proposed for calculating the percolation
threshold, the real-space structure, and the thermodynamical compressibility of
a disordered two-dimensional electron liquid. Its high accuracy is verified
against prior numerical results and newly derived exact asymptotics. The
inverse compressibility is shown to have a strongly asymmetric minimum at a
density that is approximately the triple of the percolation threshold. This
implies that the experimentally observed metal-insulator transition takes place
well before the percolation point is reached.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 15:03:26 GMT""},{""version"":""v2"",""created"":""Fri, 3 Oct 2003 17:06:56 GMT""},{""version"":""v3"",""created"":""Sat, 4 Oct 2003 04:45:43 GMT""},{""version"":""v4"",""created"":""Sat, 21 Feb 2004 08:38:40 GMT""}]","2007-05-23"
"cond-mat/0310011","Danijel Djurek PhD","D. Djurek, Z. Medunic, M. Paljevic and A. Tonejc","Colossal Electric Conductivity in Ag-defect Ag5Pb2O6","13 pages, 7 figures","Phys.stat.sol. (a) 201, 544 (2004)","10.1002/pssa.200306738",,"cond-mat.supr-con cond-mat.mtrl-sci",,"  Bystroem-Evers compound Ag5 Pb2O6 has been annealed at 500-540 K under flow
of electric current which results in a textured structure and anisotropic
colossal electric conductivity (> 10^9 ohm-1cm-1) between 210-525 K. The
related physical properties are primarly governed by dissociation of Ag from
c-axis channels and lattice strains which in turn depend upon electric current.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 07:42:05 GMT""},{""version"":""v2"",""created"":""Thu, 2 Oct 2003 11:20:11 GMT""}]","2009-11-10"
"cond-mat/0310012","Peter Schwab","P. Schwab, R. Raimondi","Quasiclassical theory of charge transport in disordered interacting
  electron systems","46 pages; review article","Ann. Phys. (Leipzig) 12, 471 (2003)","10.1002/andp.200310024",,"cond-mat.mes-hall",,"  We consider the corrections to the Boltzmann theory of electrical transport
arising from the Coulomb interaction in disordered conductors. In this article
the theory is formulated in terms of quasiclassical Green's functions. We
demonstrate that the formalism is equivalent to the conventional diagrammatic
technique by deriving the well-known Altshuler-Aronov corrections to the
conductivity. Compared to the conventional approach, the quasiclassical theory
has the advantage of being closer to the Boltzmann theory, and also allows
description of interaction effects in the transport across interfaces, as well
as non-equilibrium phenomena in the same theoretical framework. As an example,
by applying the Zaitsev boundary conditions which were originally developed for
superconductors, we obtain the $P(E)$-theory of the Coulomb blockade in tunnel
junctions. Furthermore we summarize recent results obtained for the
non-equilibrium transport in thin films, wires and fully coherent conductors.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 08:33:00 GMT""}]","2007-05-23"
"cond-mat/0310013","Luc Fruchter","L. Fruchter, I. Sfar, F. Bouquet, Z.Z. Li, H. Raffy","Non linear excess conductivity of
  Bi$_2$Sr$_2$Ca$_{n-1}$Cu$_n$O$_{2n+4+x}$ (n = 1,2), thin films",,"Phys. Rev. B 69, 144511 (2004)","10.1103/PhysRevB.69.144511",,"cond-mat.supr-con",,"  The suppression of excess conductivity with electric field is studied for
Bi$_2$Sr$_2$Ca$_{n-1}$Cu$_n$O$_{2n+4+x}$ ($n$ = 1, 2) thin films. A pulse-probe
technique is used, which allows for an estimate of the sample temperature. The
characteristic electric field for fluctuations suppression is found well below
the expected value for all samples. For the $n=1$ material, a scaling of the
excess conductivity with electric field and temperature is obtained, similar to
the scaling under strong magnetic field.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 14:40:50 GMT""},{""version"":""v2"",""created"":""Mon, 19 Jan 2004 18:14:50 GMT""}]","2009-11-10"
"cond-mat/0310014","Bosiljka Tadic","Bosiljka Tadic","Exploring Complex Graphs by Random Walks","Latex, 4 figures","Modeling Complex Systems, AIP Conference Proceedings 661, p. 24,
  (2003), Editors: P.L. Garrido and J. Marro","10.1063/1.1571287",,"cond-mat.stat-mech",,"  We present an algorithm to grow a graph with scale-free structure of {\it
in-} and {\it out-links} and variable wiring diagram in the class of the
world-wide Web. We then explore the graph by intentional random walks using
local next-near-neighbor search algorithm to navigate through the graph. The
topological properties such as betweenness are determined by an ensemble of
independent walkers and efficiency of the search is compared on three different
graph topologies. In addition we simulate interacting random walks which are
created by given rate and navigated in parallel, representing transport with
queueing of information packets on the graph.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 08:53:53 GMT""}]","2009-11-10"
"cond-mat/0310015","Nuria Barberan","N. Barberan","More about the Laughlin droplet","9 pages, 2 figures, 1 table",,,,"cond-mat.mes-hall",,"  We compare the exact diagonalization ground wave function (calculated wothout
any restriction) of a two dimensional droplet submitted to a perpendicular
magnetic field with the Laughlin ansatz as the number of electrons increases.
The fully polarized case for filling factor 1/3 without lateral confining
potential or Zeeman effect is considered. We observe that the overlap worsens
as the number of electrons increases.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 12:31:49 GMT""},{""version"":""v2"",""created"":""Thu, 29 Jan 2004 15:25:18 GMT""}]","2007-05-23"
"cond-mat/0310016","Dimo Uzunov I.","D. V. Shopova, D. I. Uzunov","Thermodynamic properties of the phase transitions in a class of
  spin-triplet ferromagnetic superconductors","7 pages, 1 fig, LaTex; corrected math. formula","Compt.Rend.Acad.Bulg.Sci. 56 (2003) 35",,"CP-ISSP/030901","cond-mat.supr-con",,"  Magnetic susceptibility, entropy and specific heat are calculated at the
equilibrium points of phase transition to a phase of coexistence of
ferromagnetic order and superconductivity in a new class of spin-triplet
ferromagnetic superconductors. The results are discussed in view of application
to metallic ferromagnets as UGe$_2$, ZrZn$_2$, URhGe.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 10:46:43 GMT""},{""version"":""v2"",""created"":""Fri, 12 Mar 2004 16:08:48 GMT""}]","2007-05-23"
"cond-mat/0310017","Alexander N. Morozov","Bernard Meulenbroek, Cornelis Storm, Alexander N. Morozov, and Wim van
  Saarloos","Weakly nonlinear subcritical instability of visco-elastic Poiseuille
  flow","20 pages, 16 figures. Accepted for publication in J. of Non-Newtonian
  Fluid Mechanics","J. Non-Newtonian Fluid Mech. 116 (2004) 235-268",,,"cond-mat.stat-mech cond-mat.mtrl-sci physics.flu-dyn",,"  It is well known that the Poiseuille flow of a visco-elastic polymer fluid
between plates or through a tube is linearly stable in the zero Reynolds number
limit, although the stability is weak for large Weissenberg numbers. In this
paper we argue that recent experimental and theoretical work on the instability
of visco-elastic fluids in Taylor-Couette cells and numerical work on channel
flows suggest a scenario in which Poiseuille flow of visco-elastic polymer
fluids exhibits a nonlinear ""subcritical"" instability due to normal stress
effects, with a threshold which decreases for increasing Weissenberg number.
This proposal is confirmed by an explicit weakly nonlinear stability analysis
for Poiseuille flow of an UCM fluid. Our analysis yields explicit predictions
for the critical amplitude of velocity perturbations beyond which the flow is
nonlinearly unstable, and for the wavelength of the mode whose critical
amplitude is smallest. The nonlinear instability sets in quite abruptly at
Weissenberg numbers around 4 in the planar case and about 5.2 in the
cylindrical case, so that for Weissenberg numbers somewhat larger than these
values perturbations of the order of a few percent in the wall shear stress
suffice to make the flow unstable. We have suggested elsewhere that this
nonlinear instability could be an important intrinsic route to melt fracture
and that preliminary experiments are both qualitatively and quantitatively in
good agreement with these predictions.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 14:09:37 GMT""}]","2007-05-23"
"cond-mat/0310018","Pedro Sacramento","P. D. Sacramento","Coexistence of antiferromagnetism and superconductivity in the Anderson
  lattice","18 pages, 13 figures","Journal of Physics Condensed Matter 15, 6285 (2003)","10.1088/0953-8984/15/36/315",,"cond-mat.supr-con",,"  We study the interplay between antiferromagnetism and superconductivity in a
generalized infinite-$U$ Anderson lattice, where both superconductivity and
antiferromagnetic order are introduced phenomenologically in mean field theory.
In a certain regime, a quantum phase transition is found which is characterized
by an abrupt expulsion of magnetic order by d-wave superconductivity, as
externally applied pressure increases. This transition takes place when the
d-wave superconducting critical temperature, $T_c$, intercepts the magnetic
critical temperature, $T_m$, under increasing pressure. Calculations of the
quasiparticle bands and density of states in the ordered phases are presented.
We calculate the optical conductivity $\sigma(\omega)$ in the clean limit. It
is shown that when the temperature drops below $T_m$ a double peak structure
develops in $\sigma(\omega)$.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 14:01:47 GMT""}]","2009-11-10"
"cond-mat/0310020","Andrei V. Lebedev","G. B. Lesovik, A. V. Lebedev, G. Blatter","Wave Function Collapse in a Mesoscopic Device","7 pages, 2 fugures","Phys. Rev. B 71, 125313 (2005)","10.1103/PhysRevB.71.125313",,"cond-mat.mes-hall cond-mat.str-el quant-ph",,"  We determine the non-local in time and space current-current cross correlator
$<\hat{I}(x_1,t_1) \hat{I}(x_2,t_2)>$ in a mesoscopic conductor with a
scattering center at the origin. Its excess part appearing at finite voltage
exhibits a unique dependence on the retarded variable $t_1-t_2-(|x_1|-|x_2|)/
v_{\rm\scriptscriptstyle F}$, with $v_{\rm\scriptscriptstyle F}$ the Fermi
velocity. The non-monotonic dependence of the retardation on $x_1$ and its
absence at the symmetric position $x_1 = -x_2$ is a signature of the wave
function collapse, which thus becomes amenable to observation in a mesoscopic
solid state device.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 15:25:18 GMT""},{""version"":""v2"",""created"":""Sat, 15 Jan 2005 09:23:40 GMT""}]","2009-11-10"
